ssn;nif;nome;telefone;morada;data_nasc
62175538924;777375254;Filipa Amorim;985444182;Avenida da República, 22, 4941-882 Viana do Castelo;'2000-01-28'
69477642501;863569980;Helena Oliveira;943335603;Praça dos Sonhos, 86, 4884-680 Guimarães;'1958-02-13'
14780702389;931419005;Luís Tavares;954007961;Praça do Marquês, 91, 2715-286 Sintra;'1982-08-08'
58304549572;803313387;António Ribeiro;918399745;Avenida dos Descobrimentos, 83, 2820-541 Almada;'1954-11-04'
38097910087;501905395;Nuno Amorim;915160248;Rua das Flores, 98, 4574-236 Vila Nova de Gaia;'2016-09-30'
03065551109;663205039;Rita Mendes;902439173;Praça da Liberdade, 55, 9272-919 Funchal;'1971-11-21'
52164984381;887371989;Carla Correia;968166744;Travessa das Estrelas, 30, 3083-130 Coimbra;'2023-04-17'
24434719269;890118673;Isabel Melo;924775224;Rua das Amendoeiras, 88, 2817-615 Almada;'1990-05-10'
67023523468;679956645;Bianca Pinto;934629309;Avenida das Colinas, 29, 2918-918 Setúbal;'1988-12-27'
13385951850;266865065;Sónia Quaresma;975505816;Avenida dos Pássaros, 68, 4663-206 Vila Nova de Gaia;'2001-07-24'
78086497971;400286947;Maria Gonçalves;985811664;Travessa do Horizonte, 3, 2650-537 Amadora;'2014-10-21'
88543474201;482192436;Jacinto Fernandes;979458265;Travessa das Sombras, 11, 2650-294 Amadora;'1978-08-27'
63654651232;858238435;Vanessa Santana;938732802;Avenida dos Descobrimentos, 62, 3012-243 Coimbra;'2023-10-15'
06984089811;013590369;Ana Almeida;939019748;Rua das Tulipas, 66, 2711-838 Sintra;'2003-08-26'
59401023300;091566743;Viviane Cruz;994858901;Rua dos Cedros, 84, 2646-994 Cascais;'1961-11-17'
35676840055;597225573;Helena Tavares;901291721;Avenida dos Descobrimentos, 64, 1887-475 Lisboa;'1971-09-23'
29119915642;244344233;António Monteiro;972051537;Rua das Margaridas, 57, 3354-557 Coimbra;'1956-10-11'
92643759452;222105834;Luís Sousa;975879686;Avenida da Praia, 78, 1050-520 Lisboa;'1970-09-20'
73162701110;692785218;Júlia Piedade;911006692;Travessa das Papoilas, 71, 2646-272 Cascais;'1983-03-19'
15870057672;068892456;Jorge Pacheco;968398980;Travessa da Felicidade, 88, 8228-221 Faro;'1998-04-09'
90163959443;415361414;Hélio Almeida;985355240;Avenida dos Oceanos, 70, 5032-949 Braga;'1975-08-23'
81489768044;721591225;Tânia Duarte;962433369;Praça do Marquês, 67, 2489-400 Leiria;'2017-05-23'
93920060567;804081688;José Henriques;952874883;Avenida dos Descobrimentos, 57, 2645-087 Cascais;'1964-04-08'
38420830421;949697686;Manuel Cruz;944150355;Praça do Marquês, 1, 2714-284 Sintra;'1969-06-23'
51379006841;403302866;Fernando Tavares;964654075;Travessa dos Rios, 46, 9094-668 Funchal;'1986-06-09'
83191055386;533720872;Leonardo Paulino;931864625;Rua das Palmeiras, 52, 4958-398 Viana do Castelo;'1976-02-03'
72050101234;385386828;Daniela Freitas;937391226;Praça do Amor, 29, 3307-984 Coimbra;'1962-07-19'
29789750215;995743657;Josué Tavares;932371311;Avenida da Lua, 87, 2971-522 Setúbal;'2017-11-20'
14856926298;884190549;Tânia Santiago;916316548;Travessa do Bosque, 62, 3100-891 Coimbra;'1957-04-30'
19636016727;004173668;Carla Cunha;953451229;Rua dos Girassóis, 90, 3108-230 Coimbra;'2004-07-30'
16293079970;283552429;Leonor Paiva;968331146;Praça da Liberdade, 35, 4504-260 Vila Nova de Gaia;'1987-06-06'
23613084346;095763634;Dinis Pereira;993642356;Avenida da Praia, 100, 5353-421 Bragança;'1976-09-22'
70851225335;951224583;Carolina Abreu;900696289;Travessa da Felicidade, 83, 2494-891 Leiria;'2008-09-18'
39328731198;024445261;Hugo Silva;982130977;Travessa das Rosas, 18, 4663-582 Vila Nova de Gaia;'1972-10-29'
08193741105;167368241;Nuno Abreu;987436079;Avenida das Rosas, 6, 9011-209 Funchal;'1995-11-01'
91696791599;934831825;Francisco Amorim;905566242;Avenida das Rosas, 7, 2710-622 Sintra;'2004-07-22'
95449787867;339621607;Júlia Pinto;948321109;Avenida dos Descobrimentos, 74, 5376-367 Bragança;'1968-05-11'
10980257831;305580602;Fernando Moreira;901112322;Avenida da Praia, 10, 9166-474 Funchal;'2015-05-27'
68101196724;635775022;Íris Gomes;928340139;Rua dos Cedros, 35, 4814-016 Guimarães;'2009-06-06'
27664552537;620913172;Miguel Lopes;918362460;Praça das Ilusões, 72, 4625-804 Vila Nova de Gaia;'2008-04-22'
43945765247;038999643;Manuel Maia;921973022;Avenida das Águias, 58, 2895-833 Almada;'1974-01-18'
67074995504;051071377;Alberto Pereirinha;956505347;Rua dos Cedros, 69, 1344-014 Lisboa;'2021-11-02'
99898998219;311763567;Joaquim Amorim;997732479;Avenida das Fontes, 92, 4888-741 Guimarães;'1994-07-03'
38505006759;197459744;Alberto Marques;947739953;Rua dos Pinheiros, 78, 4997-112 Braga;'1974-06-30'
05608866349;728391429;Artur Baptista;950388866;Praça da Harmonia, 6, 4819-645 Guimarães;'2017-08-30'
33310510095;712499613;Sofia Brito;998674782;Praça de Espanha, 15, 1245-749 Lisboa;'2013-12-05'
55937196736;388977910;Dinis Brito;940919053;Avenida da República, 7, 2974-035 Setúbal;'2005-09-27'
35224109148;752628287;Ricardo Freitas;979339883;Rua das Violetas, 55, 4947-242 Viana do Castelo;'1960-05-21'
89546502187;581140614;José Rosa;995814026;Rua dos Narcisos, 43, 2959-282 Setúbal;'1959-02-27'
93253777995;895845190;António Branco;965123718;Praça do Sonho, 75, 2649-656 Cascais;'1990-05-22'
35434926400;827077533;Vânia Leal;995902818;Avenida da Lua, 6, 4963-116 Viana do Castelo;'1980-11-11'
80236984803;388364796;Rui Machado;939624295;Avenida das Rosas, 5, 2711-389 Sintra;'2007-06-24'
02796462482;959618025;Vera Cruz;951808095;Rua das Magnólias, 47, 2818-167 Almada;'1982-02-20'
04545237852;138556957;Ana Pacheco;907088570;Avenida das Águias, 31, 3044-375 Coimbra;'1979-06-07'
42692052409;676175136;Marisa Paiva;926687729;Avenida dos Ventos, 25, 2645-589 Cascais;'1957-07-15'
43715324250;128246493;José Pessoa;953843219;Travessa das Estrelas, 86, 2650-245 Amadora;'1987-11-17'
29359095543;736256049;Hugo Brito;906649346;Avenida das Acácias, 46, 2936-134 Setúbal;'1995-07-05'
13914269883;209826798;Patrícia Maia;997022367;Rua dos Girassóis, 58, 8264-836 Faro;'1995-03-13'
41977363857;670030189;Daniela Simões;989705385;Rua das Palmeiras, 84, 5564-789 Bragança;'1996-12-19'
57138747434;202357123;Beatriz Vieira;921390891;Rua das Oliveiras, 52, 2936-120 Setúbal;'2019-09-03'
67285941380;930261897;Mónica Silva;930573589;Travessa do Horizonte, 83, 2474-519 Leiria;'1992-11-28'
73050993431;446838964;Andreia Monteiro;973350701;Rua das Orquídeas, 79, 2650-911 Amadora;'2002-09-23'
63123955497;334455430;Íris Vieira;949025489;Avenida dos Ventos, 72, 2648-715 Cascais;'1994-04-09'
51529795477;982973667;Simone Fernandes;996859800;Rua dos Jasmins, 65, 2712-981 Sintra;'2015-04-08'
76493372276;274268331;Ana Tavares;967113212;Rua dos Pinheiros, 44, 2814-443 Almada;'1969-05-07'
59201610108;183286193;Francisco Monteiro;998319392;Rua das Palmeiras, 75, 2435-661 Leiria;'1954-05-07'
41129804408;883017552;Liliana Marques;958239417;Rua dos Cravos, 53, 2458-395 Leiria;'1976-11-27'
74640881481;674027164;Daniel Machado;986623382;Avenida das Rosas, 64, 2780-141 Oeiras;'1963-09-29'
09927500586;654350396;Manuel Silveira;916732207;Avenida dos Pássaros, 42, 9349-683 Funchal;'1973-03-09'
86041030065;467092396;David Matos;997531044;Rua dos Cedros, 67, 2649-392 Cascais;'2012-07-11'
90675138309;795194860;Cristina Gomes;968025822;Avenida das Colinas, 33, 5666-521 Bragança;'1952-12-08'
28362583574;682384171;Sofia Pacheco;948204682;Avenida da República, 44, 2833-996 Almada;'2002-03-22'
82833836290;393714491;Kevin Santos;969859527;Avenida das Fontes, 62, 2428-095 Leiria;'1973-05-06'
59389836949;332838307;David Maia;997836162;Avenida da Lua, 1, 1670-647 Lisboa;'1987-06-16'
05152902854;069778838;Júlia Cordeiro;928039778;Rua das Palmeiras, 52, 7286-116 Évora;'1988-05-14'
75029253057;579911649;Bianca Simões;925390174;Praça do Amor, 11, 2780-567 Oeiras;'1950-10-27'
73346767999;581786650;Fábio Rodrigues;923132047;Travessa dos Lírios, 93, 2780-243 Oeiras;'2012-09-30'
13069679342;161572434;Manuel Mendes;936582258;Travessa das Estrelas, 33, 4988-546 Braga;'2018-02-26'
34284180721;645378174;Ana Teles;971074824;Travessa das Rosas, 74, 2712-063 Sintra;'1999-04-20'
92744712916;541375703;Maria Cabral;974155957;Praça de Espanha, 84, 1592-602 Lisboa;'1995-04-02'
27998531239;325236813;Carolina Abreu;954593536;Praça das Estrelas, 91, 4807-277 Guimarães;'2020-04-28'
54816243587;443662077;Sofia Santana;992153404;Praça da Alegria, 57, 7382-213 Évora;'1997-01-18'
68550005923;427281948;Íris Moreira;903019117;Avenida das Rosas, 92, 4740-977 Braga;'1990-08-25'
11321732826;954212863;Carla Estevão;957751495;Rua das Oliveiras, 3, 3290-150 Coimbra;'1953-10-11'
75639612463;711608556;Vânia Santos;938950245;Avenida da Montanha, 42, 2906-480 Setúbal;'1966-02-26'
87084426858;413083392;Artur Gomes;971902859;Travessa das Oliveiras, 12, 2648-415 Cascais;'1968-05-03'
60836685715;536309381;Mónica Pinheiro;941244667;Praça das Estrelas, 73, 2712-246 Sintra;'2004-12-27'
56510218986;209695964;Teresa Santana;980322059;Rua das Magnólias, 69, 8199-515 Faro;'1962-01-22'
94088394272;727212892;Ricardo Braga;935114236;Avenida das Colinas, 23, 4399-135 Porto;'1951-08-22'
78981093729;600190712;Marisa Melo;983495423;Rua dos Girassóis, 66, 2715-101 Sintra;'1969-02-26'
32881262284;573387229;Paulo Amorim;921148929;Praça dos Sonhos, 80, 4741-135 Vila Nova de Gaia;'2000-05-27'
70839140577;018416123;Miguel Cardoso;952322891;Avenida dos Ventos, 15, 7341-355 Évora;'1998-03-14'
40654618835;880284132;Fábio Mota;992889837;Travessa das Oliveiras, 41, 2499-744 Leiria;'2015-12-29'
14405277332;870192519;Bianca Pessoa;945081157;Travessa das Papoilas, 57, 1646-229 Lisboa;'1998-03-25'
36851432706;084767128;Carla Alves;930406236;Rua dos Cravos, 86, 2646-113 Cascais;'1996-07-28'
79163587441;332562474;Beatriz Correia;914078739;Praça do Comércio, 53, 2650-051 Amadora;'1979-11-20'
13754046630;044286530;Eduarda Lopes;940272720;Travessa do Bosque, 84, 2827-177 Almada;'1988-12-02'
14393027480;520321131;Marisa Correia;951727810;Travessa das Sombras, 50, 2710-552 Sintra;'2015-02-20'
87186710181;792920725;Daniela Lopes;999677717;Rua dos Narcisos, 25, 2780-182 Oeiras;'1951-05-09'
19687392434;509356845;Júlia Madeira;968036046;Rua dos Cedros, 33, 2780-221 Oeiras;'2012-06-08'
54698359266;279256648;Inês Caldeira;955409356;Travessa das Marés, 41, 5348-610 Bragança;'2008-01-18'
58659712331;045959078;António Braga;939470153;Praça do Comércio, 79, 2647-684 Cascais;'1959-05-02'
59596975329;845779950;Helena Martins;999850295;Avenida das Águias, 14, 1462-006 Lisboa;'1978-08-31'
64755016609;035187975;Sofia Henriques;970132603;Travessa da Esperança, 14, 8063-755 Faro;'1978-07-29'
26706638841;074482711;Bruno Piedade;983190302;Rua dos Pinheiros, 43, 2975-717 Setúbal;'1959-09-15'
99290113362;337281719;Leonor Correia;955750689;Praça do Marquês, 95, 9003-946 Funchal;'1996-05-17'
11373391264;013683442;Vânia Ferreira;912751424;Rua das Magnólias, 73, 4417-664 Vila Nova de Gaia;'1959-04-23'
43972426861;033630793;Catarina Teixeira;919855777;Praça da Sé, 100, 2890-479 Almada;'2006-05-24'
01869357981;683827685;Carolina Pessoa;981223827;Praça da Alegria, 53, 4584-412 Vila Nova de Gaia;'2023-05-06'
70600742516;432410393;Carolina Batista;905593086;Travessa das Papoilas, 35, 3357-129 Coimbra;'2011-08-13'
26075246325;334542911;António Cunha;978056401;Travessa das Estrelas, 17, 2650-378 Amadora;'2006-10-18'
23788810887;003068476;José Santana;920451184;Rua das Orquídeas, 39, 2404-937 Leiria;'1977-11-22'
60937578555;203358052;Ricardo Paiva;937043290;Rua das Tulipas, 22, 2896-179 Almada;'1980-01-24'
09418450313;703991440;David Maia;978158542;Avenida dos Descobrimentos, 65, 4582-213 Vila Nova de Gaia;'2006-01-06'
88634530838;356034325;Daniel Pinheiro;930985237;Rua das Tulipas, 33, 4497-015 Vila Nova de Gaia;'1987-12-22'
23748604518;205677670;Andreia Reis;939033119;Rua dos Jasmins, 8, 4886-685 Guimarães;'1997-03-27'
56522321565;568556921;Carla Pinheiro;971476489;Travessa das Papoilas, 11, 3202-434 Coimbra;'1981-09-04'
99254068650;617471356;Vera Matos;941325810;Praça da Paz, 71, 8175-142 Faro;'1988-12-05'
84059716661;650145403;Fernanda Ramos;924744814;Rua das Tulipas, 44, 2803-009 Almada;'1955-09-11'
85432590236;572951075;Manuel Teixeira;923969613;Praça das Ilusões, 93, 4904-036 Viana do Castelo;'1960-11-21'
36626481444;020186819;Lara Lopes;953531976;Travessa do Sol, 62, 2650-550 Amadora;'2019-03-27'
58253599580;409182131;Carlos Fonseca;965345963;Travessa das Papoilas, 71, 2869-418 Almada;'2004-07-14'
70799435381;378357797;Ana Borges;990717697;Rua das Margaridas, 97, 2477-182 Leiria;'2021-02-14'
40938782626;562739857;Andreia Pacheco;956669260;Rua dos Girassóis, 31, 7300-353 Évora;'1960-12-28'
64416721645;540842030;Eva Nunes;997140222;Travessa do Ouro, 46, 4442-848 Vila Nova de Gaia;'1964-03-14'
76075423839;403965996;Jéssica Gomes;941281631;Avenida da Praia, 72, 1746-620 Lisboa;'2006-07-08'
78833185406;583097835;Helena Vieira;986019706;Rua das Amendoeiras, 98, 2645-487 Cascais;'1977-04-28'
28851576878;213016350;Lara Brito;900171370;Avenida Central, 43, 2780-737 Oeiras;'2023-01-02'
63966600231;933062645;Simão Duarte;912936022;Praça dos Desejos, 97, 2780-902 Oeiras;'1959-05-10'
36950848105;592983940;Josué Moreira;906293402;Praça da Harmonia, 17, 4820-133 Guimarães;'2012-08-04'
17859240532;033703752;Hugo Henriques;998629703;Avenida dos Ventos, 8, 2909-201 Setúbal;'2003-06-18'
67443112385;960057256;Carolina Caldeira;924033697;Praça da Serenidade, 58, 2838-763 Almada;'2005-04-15'
95376569868;363765295;António Teixeira;914655683;Praça do Comércio, 79, 4927-911 Braga;'1979-09-19'
32702619009;245626087;Jéssica Silva;998009490;Praça da Alegria, 27, 4935-851 Viana do Castelo;'2023-06-24'
54116234092;024097026;João Martins;948236343;Praça da Serenidade, 96, 2650-992 Amadora;'2015-12-16'
56455426555;128862732;Bianca Ramos;990199676;Avenida dos Ventos, 94, 2780-871 Oeiras;'1993-04-30'
06286815002;020602915;Vera Brito;967771139;Praça das Ilusões, 36, 2650-942 Amadora;'2018-02-20'
00425789672;774437811;Carlos Gonçalves;962401820;Rua das Orquídeas, 81, 2650-900 Amadora;'1966-01-22'
75132851143;444913602;Paulo Vaz;905911999;Rua dos Narcisos, 38, 2848-879 Almada;'2010-12-26'
76422406549;508658549;Leonardo Almeida;954362116;Avenida da Lua, 90, 5304-702 Bragança;'2023-11-24'
75759547521;529908708;Eduardo Cardoso;940221802;Rua das Orquídeas, 18, 2934-629 Setúbal;'1959-04-19'
99303642258;260690010;Júlio Nunes;941648893;Rua das Magnólias, 51, 2996-710 Setúbal;'1983-05-25'
49999272402;756262769;Simone Neves;938641691;Avenida das Águias, 72, 2713-507 Sintra;'2011-04-15'
13383389875;556303280;Carolina Pacheco;953916547;Rua dos Pinheiros, 24, 4809-137 Braga;'2000-06-17'
97633333886;838063649;Lara Tavares;968572012;Travessa dos Rios, 35, 2648-812 Cascais;'1950-09-16'
49191651765;387085593;Ana Leal;939520765;Avenida das Rosas, 24, 4472-863 Vila Nova de Gaia;'2008-11-30'
91499537799;281481395;Josué Maia;955022589;Rua das Tulipas, 92, 2851-178 Almada;'1998-09-03'
63423883281;021962940;Rita Machado;994902324;Avenida dos Aliados, 57, 4998-056 Viana do Castelo;'1975-11-29'
65386656542;048522505;Rita Costa;944629800;Rua das Flores, 7, 1797-788 Lisboa;'2017-02-16'
23119077192;043619716;Amélia Melo;957821131;Avenida dos Pássaros, 53, 2780-360 Oeiras;'1988-12-13'
52105955254;765438139;Ana Moreira;920120556;Praça do Marquês, 81, 2448-341 Leiria;'1965-11-18'
21461044796;695182620;Simão Cruz;992160339;Avenida da Praia, 53, 2833-709 Almada;'1952-12-10'
60794610603;474092967;Bianca Reis;945635956;Rua das Tulipas, 7, 2650-764 Amadora;'1972-04-18'
51445601782;806098699;Margarida Abreu;926953438;Rua dos Jasmins, 6, 2909-842 Setúbal;'1991-04-24'
46769038439;613739411;Josué Pacheco;989330296;Praça dos Sonhos, 31, 4509-136 Vila Nova de Gaia;'1966-09-14'
43013820441;926749005;Rita Piedade;990857292;Travessa dos Lírios, 13, 3229-688 Coimbra;'1959-11-25'
00768310812;550870876;Teresa Santana;999768867;Avenida dos Oceanos, 8, 1855-956 Lisboa;'1952-08-20'
66427028423;199520424;Júlia Leal;986995069;Rua dos Jasmins, 25, 8224-094 Faro;'1998-10-11'
25598658322;978023257;Vanessa Marques;966466927;Praça das Ilusões, 10, 2411-605 Leiria;'1981-12-14'
39127004324;221493694;Vasco Freitas;956099502;Travessa do Ouro, 60, 4889-759 Guimarães;'2009-07-01'
39931089302;254150961;Jorge Fernandes;979872887;Travessa do Bosque, 59, 2780-869 Oeiras;'1982-05-12'
75664976020;010226970;Rui Moreira;973663418;Praça do Comércio, 40, 2780-015 Oeiras;'1978-11-17'
25737584621;793238728;Sara Cruz;952289497;Travessa do Sol, 79, 3315-413 Coimbra;'2006-04-22'
58560161953;820685610;Carolina Abreu;999984305;Travessa das Papoilas, 24, 1209-800 Lisboa;'1971-10-31'
95040466582;404804704;Eva Carvalho;972231006;Avenida das Acácias, 48, 2924-187 Setúbal;'2001-01-22'
49060061972;812772642;Lara Correia;935695154;Praça dos Desejos, 27, 4935-376 Viana do Castelo;'1997-01-05'
93645924732;806915137;Vasco Miranda;966696957;Avenida das Acácias, 24, 4953-122 Viana do Castelo;'1997-12-04'
70541735605;242647826;Joaquim Leal;933201175;Avenida dos Aliados, 99, 2957-362 Setúbal;'1975-09-06'
11490841457;108113365;Helena Martins;908977651;Praça da Serenidade, 58, 4699-502 Vila Nova de Gaia;'2018-09-03'
99823122621;479000121;Carla Figueiredo;978938168;Avenida dos Descobrimentos, 40, 9096-792 Funchal;'1954-11-21'
94124514678;088080095;Sónia Maia;920478654;Travessa do Sol, 28, 4006-001 Porto;'2008-05-27'
19524245876;664002447;Vânia Rosa;943407861;Avenida da Montanha, 68, 2713-573 Sintra;'1969-10-28'
95534985023;698578090;Margarida Cunha;917505018;Rua das Margaridas, 80, 4044-321 Porto;'1996-06-21'
83308612278;460432054;Francisco Costa;963903268;Avenida das Acácias, 39, 4999-433 Viana do Castelo;'1984-06-16'
59918830969;110059916;Sónia Paiva;969606773;Rua das Magnólias, 3, 4883-054 Guimarães;'1968-07-12'
31654847513;396184885;Raul Jesus;991789875;Praça do Marquês, 28, 2712-023 Sintra;'2005-07-20'
36139860806;214436033;Leonor Moreira;911869080;Praça do Comércio, 24, 4180-689 Porto;'2017-03-10'
38713924304;982659995;Simone Cunha;956906976;Travessa da Esperança, 70, 4824-931 Guimarães;'2023-06-27'
15430831346;677561647;Francisco Braga;954084948;Travessa da Esperança, 71, 4975-056 Viana do Castelo;'1993-12-28'
65038698492;089139010;Nuno Gonçalves;919897177;Travessa do Ouro, 17, 1638-840 Lisboa;'1967-04-15'
82368474789;944948659;Simone Teixeira;933204115;Rua das Amendoeiras, 95, 4075-080 Porto;'1985-05-30'
92367076883;347758610;Teresa Baptista;921679453;Praça das Ilusões, 57, 3327-914 Coimbra;'1973-11-26'
27773392465;069870717;Paulo Correia;923387178;Avenida dos Pássaros, 17, 2885-411 Almada;'2000-12-08'
40763457762;237861138;Liliana Moura;916023241;Travessa das Rosas, 80, 3042-240 Coimbra;'2018-03-29'
21785649941;875139928;Simão Batista;963775925;Rua das Flores, 51, 4972-881 Viana do Castelo;'1959-02-12'
50802771144;725756200;Hugo Simões;921177085;Travessa do Mar, 19, 4353-296 Porto;'1997-12-27'
29429847254;312272543;Amélia Moreira;974409352;Rua dos Cravos, 55, 1710-270 Lisboa;'1961-01-17'
01936583244;111246318;Catarina Barbosa;993488073;Rua dos Cedros, 22, 4910-499 Viana do Castelo;'1959-01-14'
71724908663;440672744;Gonçalo Cardoso;996795280;Praça da Sé, 30, 2650-863 Amadora;'2011-04-23'
53706138700;491897450;Inês Amorim;944520257;Rua dos Narcisos, 29, 3115-132 Coimbra;'1975-10-28'
65373336397;738623880;Patrícia Brito;976626151;Praça dos Sonhos, 53, 3337-797 Coimbra;'1959-05-04'
87390120762;631729129;Daniel Moreira;985294436;Praça das Estrelas, 79, 2714-833 Sintra;'2013-07-27'
19860509059;467640233;Alberto Cardoso;997689125;Avenida das Rosas, 33, 9200-748 Funchal;'1977-07-01'
01330002684;763261622;Eva Silveira;922551905;Praça do Amor, 55, 2954-167 Setúbal;'1979-09-18'
21073728811;377293752;Sara Melo;969789724;Rua das Magnólias, 16, 4411-494 Vila Nova de Gaia;'1995-06-18'
97618449549;873903275;Júlia Fernandes;999067481;Travessa das Oliveiras, 83, 5094-043 Braga;'2021-09-04'
21689635862;403007528;Simão Neves;939213351;Rua das Flores, 65, 4864-893 Guimarães;'2015-11-20'
51137791285;702435800;Simone Monteiro;983732430;Rua das Flores, 100, 2645-203 Cascais;'2014-12-12'
30204335271;121566003;Daniela Paulino;900563342;Travessa das Rosas, 11, 7041-186 Évora;'1985-03-26'
39731347719;250795769;Inês Bento;949569525;Avenida das Fontes, 91, 5585-042 Bragança;'1981-12-09'
46553419098;933133483;Tânia Pinto;928660764;Avenida das Águias, 51, 9364-438 Funchal;'1983-06-12'
30611355810;210270815;Josué Reis;922950291;Rua das Oliveiras, 18, 2434-713 Leiria;'1955-04-01'
86091290178;112190975;Joaquim Tavares;994006195;Avenida dos Pássaros, 22, 7374-721 Évora;'2020-02-03'
56758241937;642731328;Jorge Cardoso;945515004;Travessa das Oliveiras, 56, 3080-440 Coimbra;'2005-11-12'
03527757086;204344474;Miguel Cunha;948236139;Rua das Flores, 96, 2438-072 Leiria;'1961-07-25'
88857166667;354759368;Vânia Melo;952487609;Travessa da Esperança, 31, 2712-529 Sintra;'1994-01-01'
52734168125;045603770;Raul Barbosa;995551785;Rua das Flores, 69, 2649-970 Cascais;'1964-04-18'
13222640078;603865335;Simone Rosa;930167324;Travessa dos Lírios, 32, 2650-635 Amadora;'1983-04-23'
00161261880;837928289;Fernanda Almeida;981938089;Praça de Espanha, 25, 2412-504 Leiria;'1995-10-30'
99045888260;574455166;Marisa Simões;920699920;Rua dos Cravos, 44, 1092-790 Lisboa;'1988-07-23'
33481970923;116530899;Ana Luísa Simões;962472127;Praça das Ilusões, 50, 1304-112 Lisboa;'2023-03-18'
46129157197;698800885;Rita Martins;920011682;Praça do Sonho, 87, 4721-114 Braga;'2019-08-30'
08415022101;881277320;Hélder Freitas;973910559;Travessa das Sombras, 4, 2920-080 Setúbal;'1996-05-18'
32896115526;928059615;Andreia Nunes;967264482;Rua das Palmeiras, 22, 1228-621 Lisboa;'2009-11-18'
60604670099;608573233;Vera Monteiro;954035090;Travessa do Horizonte, 20, 4262-732 Porto;'1952-12-31'
98343461625;388841063;Mónica Branco;997139708;Praça do Marquês, 35, 3291-655 Coimbra;'1997-06-18'
45615285744;317833298;Paulo Costa;925232883;Praça da Paz, 73, 1655-560 Lisboa;'1958-02-05'
57266740219;738325350;Teresa Batista;907288542;Praça das Ilusões, 25, 5523-281 Bragança;'1973-03-28'
70794065482;432922275;Daniela Santana;965138133;Travessa da Felicidade, 94, 5538-555 Bragança;'1986-11-03'
67153242171;910447526;Bruno Batista;999548228;Praça da Sé, 83, 4142-496 Porto;'2002-01-10'
48869045756;235778193;Andreia Cruz;931952067;Avenida das Águias, 6, 2712-392 Sintra;'1998-11-15'
31418418852;515238606;Cristina Pinto;961451281;Travessa do Mar, 6, 4730-982 Vila Nova de Gaia;'1978-01-17'
89504966366;446218573;Carla Leal;981900750;Rua dos Cedros, 32, 7060-203 Évora;'1967-08-21'
55383172256;370427933;Hugo Bento;939918551;Rua dos Pinheiros, 14, 1291-056 Lisboa;'2014-02-22'
99843405225;500993830;Hélder Gonçalves;923832817;Praça do Sonho, 8, 4844-467 Guimarães;'1966-01-14'
72444865100;790150292;Vasco Freitas;937725379;Avenida da Praia, 77, 2436-876 Leiria;'1985-04-16'
68296761174;418039173;Vânia Caldeira;978237643;Avenida Central, 32, 2650-762 Amadora;'2007-10-05'
67422865683;692480818;Teresa Pires;922609409;Rua das Palmeiras, 69, 2455-650 Leiria;'1962-12-26'
06217118649;047906580;Jéssica Valente;915802487;Travessa das Papoilas, 64, 2650-423 Amadora;'1993-02-12'
71420992330;523932416;Viviane Lourenço;971206873;Travessa do Horizonte, 96, 1953-213 Lisboa;'1965-10-28'
55088343651;997649677;Tatiana Abreu;989969573;Avenida das Rosas, 91, 4709-800 Braga;'1985-12-06'
48241205304;986538556;Dinis Nunes;924547233;Travessa do Bosque, 58, 4930-901 Viana do Castelo;'1973-06-02'
80634882113;100544213;Liliana Pinto;946918449;Praça do Sonho, 62, 3091-486 Coimbra;'1967-12-11'
52975552265;376905363;Diana Marques;935981984;Rua dos Narcisos, 17, 2831-502 Almada;'1971-09-12'
97539653257;919200029;Inês Carvalho;936085321;Travessa dos Lírios, 33, 7319-315 Évora;'1963-12-15'
26759662986;185641990;Rui Sousa;997610550;Travessa das Papoilas, 17, 4113-097 Porto;'2016-12-13'
18297220610;688422504;Artur Neves;985671966;Praça da Serenidade, 45, 2650-534 Amadora;'1984-01-24'
74465861657;996072094;Beatriz Miranda;914606960;Praça da Harmonia, 8, 7044-447 Évora;'1975-11-06'
98671394040;864971977;António Pacheco;900082167;Avenida das Rosas, 52, 8340-308 Faro;'1959-10-31'
28000037275;887630102;Simone Brito;980992473;Praça do Comércio, 30, 2780-514 Oeiras;'1958-04-01'
48680729178;348423444;Alberto Madeira;913897843;Travessa do Horizonte, 16, 4986-220 Viana do Castelo;'1985-04-21'
55214500066;165079700;Artur Neves;935649266;Praça de Espanha, 66, 2780-457 Oeiras;'2005-05-13'
17205577940;535449138;Nuno Lopes;983340238;Praça da Alegria, 67, 7041-723 Évora;'1983-09-23'
34258843503;650112323;Vasco Paulino;991538999;Avenida dos Pássaros, 6, 8172-030 Faro;'1977-08-08'
21290785892;023925117;Alberto Neves;926956697;Praça do Amor, 96, 4386-580 Porto;'2014-12-30'
21977177721;726119457;Paulo Quaresma;910211921;Rua das Oliveiras, 83, 4835-910 Braga;'1995-05-03'
70627531050;996760246;Jéssica Cabral;906946939;Travessa do Mar, 11, 4823-574 Braga;'1958-10-24'
40335751292;930618842;Rui Pessoa;982767831;Praça da Serenidade, 40, 7355-346 Évora;'1967-04-05'
00487678582;269484533;Carlos Costa;902899603;Rua das Tulipas, 27, 5629-815 Bragança;'2018-06-10'
71706380335;319699697;Daniel Rodrigues;937937496;Praça dos Sonhos, 13, 2845-063 Almada;'1970-02-06'
37952577374;533238598;Luís Carvalho;993494040;Avenida da República, 25, 2712-163 Sintra;'1994-08-13'
